id,name,nationality,income,debtRatio,creditScore,loanAmount,gender,age,riskProbability,decision
LENDING-21972,"Elizabeth Moore",Australia,76017,0.0738,735,36905,Other,55,0.2096,Approve
LENDING-21973,"Susan Moore",Singapore,42230,0.4738,728,13956,Female,46,0.3541,Approve
LENDING-21974,"Jennifer Thomas",Canada,72747,0.4529,621,11140,Male,41,0.4493,Reject
LENDING-21975,"Joseph Jackson",Germany,40900,0.3734,716,18949,Male,46,0.3378,Approve
LENDING-21976,"Elizabeth Miller",France,31112,0.1629,562,9831,Male,21,0.4475,Reject
LENDING-21977,"Mary Miller",Japan,33302,0.1186,602,6560,Female,77,0.3895,Reject
LENDING-21978,"Thomas Gonzalez",Japan,43314,0.3608,773,17304,Female,68,0.2706,Approve
LENDING-21979,"Jennifer Wilson",United States,18733,0.5050,674,9123,Other,41,0.4341,Reject
LENDING-21980,"Jennifer Johnson",France,26946,0.3719,804,11642,Other,54,0.2483,Approve
LENDING-21981,"John Thomas",United Kingdom,42918,0.1898,846,12100,Female,27,0.1398,Approve
LENDING-21982,"David Davis",Germany,53265,0.3536,676,7126,Female,76,0.3693,Approve
LENDING-21983,"Michael Jones",United Kingdom,43302,0.3005,750,5492,Male,60,0.2776,Approve
LENDING-21984,"Elizabeth Lopez",France,41789,0.3406,791,7569,Other,58,0.2456,Approve
LENDING-21985,"Michael Anderson",Canada,20381,0.2350,669,5000,Female,67,0.3578,Approve
LENDING-21986,"Michael Williams",Singapore,18218,0.4228,797,5554,Other,48,0.2755,Approve
LENDING-21987,"Sarah Jackson",France,25734,0.2399,774,12389,Male,32,0.2420,Approve
LENDING-21988,"Barbara Thomas",Germany,24124,0.0465,825,7797,Female,30,0.1292,Approve
LENDING-21989,"Karen Hernandez",United States,48564,0.2658,778,5222,Other,42,0.2340,Approve
LENDING-21990,"Susan Miller",France,28245,0.4435,757,8543,Male,42,0.3204,Approve
LENDING-21991,"William Williams",United States,20777,0.0514,679,5000,Other,73,0.2916,Approve
LENDING-21992,"Elizabeth Miller",Singapore,32698,0.3405,693,8331,Male,53,0.3571,Approve
LENDING-21993,"William Smith",Canada,65081,0.3013,749,14201,Female,63,0.2680,Approve
LENDING-21994,"Thomas Taylor",Australia,41609,0.5096,573,13391,Male,51,0.5343,Reject
LENDING-21995,"William Rodriguez",United Kingdom,26999,0.3591,660,5000,Female,57,0.4015,Approve
LENDING-21996,"Michael Smith",United Kingdom,20919,0.2342,783,5000,Female,26,0.2329,Approve
LENDING-21997,"Jennifer Thomas",United Kingdom,41641,0.3773,840,9163,Female,21,0.2033,Approve
LENDING-21998,"John Garcia",Germany,15179,0.2467,638,5000,Other,58,0.3977,Reject
LENDING-21999,"Karen Gonzalez",United Kingdom,28019,0.0395,708,11731,Male,68,0.2527,Approve
LENDING-22000,"Charles Brown",Australia,54597,0.4196,822,17327,Male,40,0.2291,Approve
LENDING-22001,"David Smith",Germany,31614,0.1425,676,8584,Other,18,0.3168,Approve
LENDING-22002,"Jennifer Rodriguez",Australia,68672,0.2737,814,24249,Female,23,0.1870,Approve
LENDING-22003,"Linda Thomas",Singapore,42715,0.2936,570,5000,Other,64,0.4722,Reject
LENDING-22004,"Michael Thomas",United Kingdom,9445,0.5129,669,5000,Male,70,0.4466,Reject
LENDING-22005,"William Hernandez",France,31214,0.3831,742,5000,Male,22,0.3171,Approve
LENDING-22006,"Robert Wilson",Germany,34544,0.1393,639,11728,Male,67,0.3547,Reject
LENDING-22007,"James Martin",Australia,28195,0.1491,728,5605,Other,43,0.2637,Approve
LENDING-22008,"Michael Gonzalez",United States,20430,0.2385,709,6260,Male,42,0.3152,Approve
LENDING-22009,"David Brown",Singapore,22123,0.3025,736,5762,Female,21,0.3041,Approve
LENDING-22010,"Elizabeth Wilson",Japan,37304,0.4420,600,5000,Male,36,0.4867,Reject
LENDING-22011,"John Anderson",France,70544,0.3494,652,14140,Female,62,0.3855,Reject
LENDING-22012,"Joseph Jones",Japan,38066,0.5515,536,5000,Other,60,0.5890,Reject
LENDING-22013,"Karen Thomas",Germany,39175,0.0900,606,7807,Other,68,0.3736,Reject
LENDING-22014,"Barbara Martin",Japan,18306,0.3855,689,5000,Male,58,0.3821,Approve
LENDING-22015,"Robert Jones",France,41560,0.3189,693,6426,Other,46,0.3462,Approve
LENDING-22016,"David Martinez",Australia,48464,0.4971,607,13452,Male,21,0.4900,Reject
LENDING-22017,"William Davis",United Kingdom,41833,0.3922,753,10185,Other,24,0.3026,Approve
LENDING-22018,"David Lopez",Germany,48704,0.1749,850,22616,Other,44,0.1281,Approve
LENDING-22019,"Robert Johnson",Japan,29369,0.0039,693,6375,Female,21,0.2578,Approve
LENDING-22020,"Barbara Miller",Australia,76110,0.3685,680,17583,Female,38,0.3579,Approve
LENDING-22021,"Jennifer Smith",Germany,13233,0.2325,629,6045,Other,19,0.4042,Reject
LENDING-22022,"Elizabeth Wilson",Japan,22145,0.2297,696,5000,Female,71,0.3258,Approve
LENDING-22023,"Jennifer Lopez",France,50296,0.2035,611,10686,Female,28,0.3966,Reject
LENDING-22024,"Jessica Davis",United Kingdom,26149,0.0815,713,8227,Male,63,0.2608,Approve
LENDING-22025,"Linda Lopez",Japan,36299,0.2488,719,11163,Female,21,0.2994,Approve
LENDING-22026,"James Thomas",United Kingdom,30867,0.4893,558,5000,Other,37,0.5499,Reject
LENDING-22027,"James Jackson",Canada,29975,0.3961,612,6076,Male,35,0.4635,Reject
LENDING-22028,"Richard Williams",Germany,40945,0.1093,775,7607,Male,30,0.1941,Approve
LENDING-22029,"John Garcia",Australia,56110,0.1984,612,20676,Male,77,0.3911,Reject
LENDING-22030,"William Garcia",Japan,56451,0.2298,821,18331,Female,28,0.1724,Approve
LENDING-22031,"Karen Martinez",Canada,21738,0.3184,547,5000,Female,20,0.5152,Reject
LENDING-22032,"Jessica Smith",Germany,63230,0.3803,822,22993,Male,60,0.2130,Approve
LENDING-22033,"Karen Martinez",Canada,27281,0.6198,725,5332,Female,67,0.4087,Reject
LENDING-22034,"Barbara Davis",Germany,23627,0.3603,677,11213,Male,25,0.3850,Approve
LENDING-22035,"Patricia Wilson",Japan,63223,0.5417,728,14343,Female,57,0.3640,Reject
LENDING-22036,"William Williams",Japan,38204,0.3436,812,6409,Male,63,0.2254,Approve
LENDING-22037,"Mary Martinez",Canada,36296,0.2221,792,14674,Male,37,0.2118,Approve
LENDING-22038,"William Garcia",Singapore,31213,0.3369,717,5000,Other,35,0.3306,Approve
LENDING-22039,"Charles Williams",United States,16770,0.3581,687,6832,Male,36,0.3769,Approve
LENDING-22040,"James Jackson",United Kingdom,24986,0.3304,613,11402,Other,66,0.4452,Reject
LENDING-22041,"Elizabeth Thomas",France,23090,0.3689,717,6262,Female,40,0.3442,Approve
LENDING-22042,"William Jackson",Australia,60190,0.1578,634,17434,Other,27,0.3529,Reject
LENDING-22043,"Thomas Gonzalez",Japan,43534,0.2713,591,14653,Other,60,0.4422,Reject
LENDING-22044,"Karen Lopez",Japan,69419,0.3724,761,23329,Female,20,0.2741,Approve
LENDING-22045,"James Rodriguez",Japan,46984,0.2943,808,10568,Female,55,0.2106,Approve
LENDING-22046,"David Anderson",Singapore,31264,0.3994,785,8824,Other,51,0.2751,Approve
LENDING-22047,"Karen Jackson",Japan,18267,0.2744,727,5796,Male,30,0.3074,Approve
LENDING-22048,"Robert Hernandez",France,19063,0.3384,584,8322,Female,73,0.4822,Reject
LENDING-22049,"John Moore",Japan,33201,0.5574,680,13445,Female,58,0.4361,Reject
LENDING-22050,"Thomas Hernandez",Japan,89353,0.2618,725,13047,Male,61,0.2702,Approve
LENDING-22051,"Charles Smith",Canada,29262,0.6731,802,5362,Other,34,0.3397,Reject
LENDING-22052,"James Thomas",Japan,41597,0.2768,793,16891,Female,70,0.2244,Approve
LENDING-22053,"Elizabeth Miller",United Kingdom,53466,0.3693,513,26720,Female,43,0.5517,Reject
LENDING-22054,"Robert Hernandez",France,34040,0.3622,679,10335,Female,74,0.3782,Approve
LENDING-22055,"Mary Brown",Singapore,15200,0.2650,627,5000,Other,66,0.4152,Reject
LENDING-22056,"Sarah Martinez",Japan,44029,0.0869,719,11992,Other,77,0.2470,Approve
LENDING-22057,"Mary Taylor",Singapore,50623,0.2583,606,20386,Other,43,0.4184,Reject
LENDING-22058,"Mary Gonzalez",Canada,21249,0.2186,556,5000,Male,75,0.4757,Reject
LENDING-22059,"Michael Martinez",Australia,23689,0.3592,703,8268,Male,53,0.3563,Approve
LENDING-22060,"Linda Rodriguez",United Kingdom,35331,0.1297,640,16786,Male,28,0.3503,Reject
LENDING-22061,"Susan Jones",Singapore,47750,0.1937,662,6850,Male,21,0.3393,Approve
LENDING-22062,"Jessica Martin",Canada,29541,0.2833,674,11712,Female,77,0.3622,Approve
LENDING-22063,"Joseph Smith",Canada,44238,0.4629,758,13846,Male,56,0.3171,Approve
LENDING-22064,"David Martinez",Australia,67691,0.2172,761,30372,Male,75,0.2284,Approve
LENDING-22065,"Jennifer Miller",Singapore,17301,0.3533,544,5000,Male,69,0.5312,Reject
LENDING-22066,"Susan Smith",Singapore,60345,0.3877,557,6381,Other,60,0.5058,Reject
LENDING-22067,"Mary Martinez",United Kingdom,40485,0.1557,757,16600,Other,52,0.2279,Approve
LENDING-22068,"Charles Taylor",France,20806,0.5882,747,7782,Female,48,0.3784,Reject
LENDING-22069,"Jennifer Anderson",Japan,46265,0.5521,666,19619,Female,42,0.4432,Reject
LENDING-22070,"Thomas Davis",United States,44105,0.2005,533,13497,Other,19,0.4839,Reject
LENDING-22071,"Jennifer Martinez",United Kingdom,35111,0.3006,625,10934,Male,60,0.4181,Reject
LENDING-22072,"Sarah Brown",France,19915,0.7426,724,9595,Other,75,0.4503,Reject
LENDING-22073,"Jessica Martinez",Germany,34414,0.1989,621,12772,Male,21,0.3923,Reject
LENDING-22074,"David Johnson",Germany,38751,0.1624,719,9038,Other,43,0.2723,Approve
LENDING-22075,"William Jones",Germany,30096,0.2331,716,14220,Male,59,0.3011,Approve
LENDING-22076,"James Smith",Japan,36911,0.2910,739,18455,Other,68,0.2899,Approve
LENDING-22077,"Sarah Johnson",United States,58004,0.4999,702,24944,Other,60,0.3824,Reject
LENDING-22078,"Susan Rodriguez",Germany,36605,0.2523,794,9768,Male,26,0.2185,Approve
LENDING-22079,"William Thomas",Japan,34903,0.1817,717,14621,Male,65,0.2821,Approve
LENDING-22080,"John Moore",Japan,50212,0.4919,720,15017,Other,51,0.3643,Approve
LENDING-22081,"Barbara Smith",United States,70316,0.4959,737,24228,Other,47,0.3369,Approve
LENDING-22082,"Thomas Williams",Japan,29268,0.2377,619,5636,Other,57,0.4087,Reject
LENDING-22083,"Barbara Williams",Canada,38520,0.3229,744,6800,Female,58,0.2932,Approve
LENDING-22084,"Barbara Moore",Australia,46690,0.5050,594,17382,Male,33,0.5074,Reject
LENDING-22085,"David Williams",Australia,37130,0.2547,673,9412,Other,62,0.3509,Approve
LENDING-22086,"William Wilson",Singapore,21097,0.1982,850,5000,Other,60,0.1489,Approve
LENDING-22087,"Robert Gonzalez",Germany,31823,0.4948,766,6919,Male,18,0.3242,Approve
LENDING-22088,"Michael Moore",France,46397,0.2694,712,6056,Female,59,0.3082,Approve
LENDING-22089,"Richard Thomas",Australia,84406,0.0014,850,15024,Other,76,0.0582,Approve
LENDING-22090,"Richard Rodriguez",Germany,39966,0.0895,667,7902,Male,49,0.3065,Approve
LENDING-22091,"Sarah Hernandez",Australia,36889,0.2985,698,14672,Male,77,0.3369,Approve
LENDING-22092,"Michael Jackson",United States,34827,0.1724,639,12641,Male,22,0.3645,Reject
LENDING-22093,"Barbara Hernandez",Japan,43821,0.3739,500,18377,Female,39,0.5721,Reject
LENDING-22094,"Charles Jones",France,11854,0.2031,667,5000,Female,31,0.3546,Approve
LENDING-22095,"Robert Rodriguez",United Kingdom,56917,0.1633,813,8557,Female,73,0.1609,Approve
LENDING-22096,"Jessica Anderson",France,56678,0.3129,829,27535,Female,68,0.1884,Approve
LENDING-22097,"John Jones",Germany,41867,0.1989,775,7536,Other,57,0.2206,Approve
LENDING-22098,"William Rodriguez",Australia,61349,0.4022,533,21949,Female,40,0.5358,Reject
LENDING-22099,"Susan Martinez",United States,54881,0.1957,714,25988,Male,67,0.2796,Approve
LENDING-22100,"Michael Lopez",Germany,41076,0.1238,544,5145,Female,35,0.4504,Reject
LENDING-22101,"Richard Johnson",France,25437,0.4831,622,10308,Male,62,0.4809,Reject
LENDING-22102,"Susan Anderson",Australia,111320,0.5345,801,25179,Female,75,0.2581,Reject
LENDING-22103,"Elizabeth Taylor",Singapore,97379,0.3681,777,12179,Other,57,0.2414,Approve
LENDING-22104,"Thomas Martinez",United Kingdom,44181,0.2293,689,21936,Female,36,0.3223,Approve
LENDING-22105,"Linda Moore",United States,40622,0.7844,626,11812,Other,66,0.5594,Reject
LENDING-22106,"Mary Wilson",Singapore,62914,0.3683,723,15510,Other,49,0.3176,Approve
LENDING-22107,"Jennifer Taylor",Australia,48501,0.3833,655,9998,Other,67,0.4035,Reject
LENDING-22108,"Susan Jones",Canada,14173,0.3730,756,5000,Male,73,0.3074,Approve
LENDING-22109,"Jessica Brown",Germany,34369,0.3299,770,8947,Female,34,0.2691,Approve
LENDING-22110,"Jennifer Wilson",United Kingdom,21187,0.3300,722,8967,Other,53,0.3280,Approve
LENDING-22111,"William Gonzalez",France,32711,0.1760,639,13987,Female,63,0.3666,Reject
LENDING-22112,"Thomas Hernandez",France,42338,0.2641,766,16014,Female,26,0.2497,Approve
LENDING-22113,"James Rodriguez",United Kingdom,53117,0.0466,630,24165,Female,54,0.3274,Reject
LENDING-22114,"Thomas Rodriguez",United Kingdom,73385,0.3400,721,12857,Male,20,0.3060,Approve
LENDING-22115,"Richard Thomas",United States,59289,0.1333,589,24810,Female,44,0.3951,Reject
LENDING-22116,"Elizabeth Martinez",Germany,36442,0.0633,708,16508,Male,76,0.2557,Approve
LENDING-22117,"William Rodriguez",Singapore,16948,0.2222,817,5000,Other,62,0.1942,Approve
LENDING-22118,"Susan Thomas",Australia,31070,0.4356,730,9130,Male,21,0.3461,Approve
LENDING-22119,"Charles Martinez",Canada,23905,0.1124,559,8416,Other,56,0.4392,Reject
LENDING-22120,"Joseph Johnson",Canada,17982,0.2136,656,5000,Male,52,0.3667,Reject
LENDING-22121,"Robert Davis",United Kingdom,55201,0.3294,613,12084,Other,55,0.4298,Reject
LENDING-22122,"Michael Thomas",United Kingdom,71317,0.2666,755,19723,Male,21,0.2480,Approve
LENDING-22123,"William Thomas",Germany,30470,0.2778,668,13864,Female,43,0.3667,Approve
LENDING-22124,"John Wilson",Canada,90146,0.3135,758,37864,Male,40,0.2493,Approve
LENDING-22125,"William Jones",Canada,43682,0.2629,667,20510,Male,58,0.3567,Approve
LENDING-22126,"Barbara Wilson",Canada,76214,0.4740,785,10026,Female,43,0.2750,Approve
LENDING-22127,"Patricia Williams",United Kingdom,31002,0.4619,723,15142,Other,66,0.3616,Approve
LENDING-22128,"Jessica Moore",Australia,25385,0.4649,581,8433,Other,75,0.5202,Reject
LENDING-22129,"James Rodriguez",Japan,54851,0.5088,850,21263,Male,66,0.2252,Approve
LENDING-22130,"Barbara Garcia",France,35200,0.2593,615,5477,Female,25,0.4166,Reject
LENDING-22131,"Jessica Smith",Singapore,67365,0.1669,711,23308,Other,47,0.2680,Approve
LENDING-22132,"William Miller",United States,40068,0.4706,713,12880,Female,38,0.3706,Reject
LENDING-22133,"Mary Moore",Japan,70357,0.4226,691,17442,Other,46,0.3651,Reject
LENDING-22134,"David Brown",United Kingdom,47839,0.2522,759,9966,Female,29,0.2510,Approve
LENDING-22135,"Linda Jackson",United States,81352,0.0273,602,34785,Male,24,0.3381,Reject
LENDING-22136,"Jennifer Garcia",Singapore,23521,0.3680,797,6606,Male,75,0.2565,Approve
LENDING-22137,"Barbara Jackson",Singapore,15001,0.2841,617,5000,Other,77,0.4319,Reject
LENDING-22138,"Charles Miller",United States,29554,0.5551,689,5000,Male,70,0.4274,Reject
LENDING-22139,"Michael Moore",United States,33746,0.3631,699,7687,Female,44,0.3568,Approve
LENDING-22140,"Susan Jones",United Kingdom,91364,0.1195,683,12449,Female,57,0.2723,Approve
LENDING-22141,"Robert Williams",United States,36951,0.4582,570,13267,Other,26,0.5244,Reject
LENDING-22142,"Charles Taylor",France,58205,0.4674,679,9858,Female,62,0.3977,Reject
LENDING-22143,"Jessica Smith",Japan,56124,0.3888,795,23162,Female,33,0.2486,Approve
LENDING-22144,"Richard Gonzalez",United States,27555,0.4750,666,12994,Male,51,0.4294,Reject
LENDING-22145,"Jennifer Jackson",Singapore,47575,0.4256,708,14308,Male,57,0.3588,Reject
LENDING-22146,"Richard Anderson",Singapore,24563,0.0396,720,12130,Female,22,0.2414,Approve
LENDING-22147,"James Thomas",Australia,24634,0.3572,721,6245,Female,74,0.3356,Approve
LENDING-22148,"David Gonzalez",Canada,30543,0.0016,574,7345,Other,41,0.3863,Reject
LENDING-22149,"Linda Jackson",Australia,27004,0.2782,818,12568,Female,49,0.2049,Approve
LENDING-22150,"Barbara Martin",United Kingdom,36227,0.4398,848,11933,Female,68,0.2160,Approve
LENDING-22151,"Michael Miller",Canada,21012,0.1359,644,5000,Male,54,0.3550,Reject
LENDING-22152,"Michael Miller",France,54895,0.3353,577,10603,Other,29,0.4710,Reject
LENDING-22153,"William Johnson",France,34173,0.2030,636,10433,Male,66,0.3773,Reject
LENDING-22154,"Mary Smith",Canada,13750,0.2484,692,5878,Male,44,0.3400,Approve
LENDING-22155,"Susan Garcia",United Kingdom,34945,0.3998,690,10850,Female,52,0.3770,Approve
LENDING-22156,"Mary Williams",United States,16931,0.4105,800,7949,Female,74,0.2692,Approve
LENDING-22157,"Michael Garcia",United States,38363,0.2569,567,17360,Female,72,0.4666,Reject
LENDING-22158,"Elizabeth Smith",Canada,19242,0.2654,663,5000,Male,66,0.3740,Approve
LENDING-22159,"Richard Williams",United States,22000,0.4271,646,9044,Female,45,0.4397,Reject
LENDING-22160,"John Davis",France,20292,0.2750,632,5000,Female,32,0.4102,Reject
LENDING-22161,"Jennifer Garcia",United States,27615,0.6058,589,5000,Other,28,0.5527,Reject
LENDING-22162,"Jennifer Johnson",Australia,38672,0.0528,694,8062,Male,38,0.2667,Approve
LENDING-22163,"Sarah Wilson",United Kingdom,18829,0.1628,694,7261,Female,51,0.3096,Approve
LENDING-22164,"Mary Gonzalez",Australia,46019,0.1416,646,21083,Female,70,0.3420,Reject
LENDING-22165,"John Brown",France,25059,0.3888,806,5000,Other,63,0.2521,Approve
LENDING-22166,"Linda Moore",Japan,72932,0.5531,598,13182,Female,64,0.5044,Reject
LENDING-22167,"John Martinez",Japan,24760,0.4406,598,5000,Female,18,0.4947,Reject
LENDING-22168,"Jennifer Wilson",Japan,46283,0.2513,738,10317,Female,49,0.2744,Approve
LENDING-22169,"James Jones",France,65762,0.3918,675,25304,Female,55,0.3756,Approve
LENDING-22170,"Jessica Garcia",Japan,58142,0.3868,502,20846,Female,23,0.5666,Reject
LENDING-22171,"Patricia Martin",Japan,23584,0.3117,751,6860,Male,21,0.2897,Approve
LENDING-22172,"Patricia Martin",France,15410,0.5558,699,5000,Male,35,0.4238,Reject
LENDING-22173,"Thomas Brown",Singapore,19898,0.3813,729,8899,Other,44,0.3364,Approve
LENDING-22174,"Susan Wilson",Canada,29718,0.3211,665,9160,Male,73,0.3833,Approve
LENDING-22175,"Jennifer Anderson",United Kingdom,70985,0.0631,653,24810,Other,71,0.2983,Reject
LENDING-22176,"Susan Davis",Germany,42532,0.3656,665,11901,Female,31,0.3902,Approve
LENDING-22177,"Charles Taylor",Singapore,24369,0.2828,585,7470,Female,51,0.4617,Reject
LENDING-22178,"Mary Smith",United States,47831,0.0980,670,19898,Other,21,0.3018,Approve
LENDING-22179,"Barbara Brown",United States,31727,0.3630,665,12042,Male,50,0.3949,Approve
LENDING-22180,"Charles Williams",United Kingdom,35360,0.2289,721,9676,Other,64,0.2917,Approve
LENDING-22181,"Patricia Jones",Canada,44013,0.1530,686,18761,Female,46,0.3028,Approve
LENDING-22182,"David Garcia",Canada,59301,0.4673,697,14111,Other,18,0.3774,Reject
LENDING-22183,"Sarah Moore",Singapore,34407,0.2321,592,13015,Male,74,0.4339,Reject
LENDING-22184,"Richard Hernandez",United States,21756,0.4671,741,7342,Other,42,0.3482,Approve
LENDING-22185,"James Moore",Australia,30637,0.4368,663,5000,Male,38,0.4197,Reject
LENDING-22186,"William Wilson",Singapore,64624,0.1077,725,13958,Male,46,0.2364,Approve
LENDING-22187,"Elizabeth Lopez",Singapore,72335,0.4463,776,9091,Male,36,0.2784,Approve
LENDING-22188,"Jennifer Davis",Australia,48749,0.2211,740,6813,Other,59,0.2620,Approve
LENDING-22189,"Thomas Smith",United Kingdom,77018,0.5723,616,25090,Male,26,0.4885,Reject
LENDING-22190,"Patricia Wilson",Japan,27821,0.4536,748,12088,Other,41,0.3334,Approve
LENDING-22191,"Susan Johnson",United Kingdom,29966,0.0495,764,9825,Other,56,0.1937,Approve
LENDING-22192,"Karen Thomas",United Kingdom,34582,0.2306,647,6095,Female,30,0.3733,Reject
LENDING-22193,"Karen Martinez",Canada,49894,0.4749,850,14887,Other,64,0.2175,Approve
LENDING-22194,"Joseph Martinez",France,22680,0.5172,743,9394,Female,65,0.3605,Reject
LENDING-22195,"Joseph Taylor",Canada,26120,0.3970,621,8992,Female,57,0.4559,Reject
LENDING-22196,"Jessica Thomas",Canada,54176,0.1750,691,19694,Female,40,0.2989,Approve
LENDING-22197,"Linda Lopez",United Kingdom,33208,0.3714,792,6324,Other,23,0.2581,Approve
LENDING-22198,"Richard Anderson",Singapore,35081,0.1969,647,16143,Female,24,0.3630,Reject
LENDING-22199,"Jennifer Lopez",Singapore,26904,0.3445,524,11834,Other,33,0.5455,Reject
LENDING-22200,"Jessica Thomas",Singapore,47973,0.4496,816,5350,Female,22,0.2480,Approve
LENDING-22201,"David Johnson",Japan,30445,0.2264,585,14466,Male,20,0.4418,Reject
LENDING-22202,"Joseph Miller",Japan,33251,0.0942,812,9092,Female,48,0.1531,Approve
